Type,Name,Size,Unit,Dwt,GT,Flag,Built,Month,Builder,Owner Group,Status,Alternative Fuel Types,SOx Scrubber Status,Eco - Electronic Engine
Container,Acacia Hawk,707,TEU,"7,992","6,191",Hong Kong,2002,12,Peters S.B.,Conmar Shipping,In Service,,,
Container,Harbour Galaxy,735,TEU,"7,977","6,277",Malaysia,2002,8,J. J. Sietas,Conmar Shipping,In Service,,,
Container,Ivan Kapralov,660,TEU,"7,977","6,326",Russia,2000,12,J. J. Sietas,Kamchatka Shipping,In Service,,,
Container,A Myoko,735,TEU,"7,973","6,277",Panama,2002,9,J. J. Sietas,Goto Shipping,In Service,,,
Container,Boya,735,TEU,"7,970","6,330",Panama,2002,5,J. J. Sietas,Shandong Lcang,In Service,,,
Container,Harbour Star,735,TEU,"7,970","6,330",Malaysia,2002,6,J. J. Sietas,Harbour-Link,In Service,,,
Container,Star Comet,735,TEU,"7,970","6,330",Antigua & Barbuda,2002,7,J. J. Sietas,Foroohari Schiff,In Service,,,
Container,Ji Run,585,TEU,"7,969","7,167",Hong Kong,1994,10,Fosen M.V.,Ji Zhou Shipping,In Service,,,
Container,MC Hunter,703,TEU,"7,968","6,297",Philippines,1994,6,Orskovs Staal.,Moreta Shipping,In Service,,,
Container,Xiang Ren,650,TEU,"7,968","6,102",Panama,1997,4,Hakata Zosen,Kotoku Kaiun KK,In Service,,,
Container,Victory Honor,650,TEU,"7,966","6,102",Panama,1997,4,Hakata Zosen,Fonway Shipping,In Service,,,
Container,Far East Cheer,599,TEU,"7,964","6,253",Hong Kong,2007,3,Zhejiang Hongxin,Guangdong Tongcheng,In Service,,,
Container,Far East Grace,599,TEU,"7,964","6,253",Hong Kong,2006,10,Zhejiang Hongxin,Sino Far East,In Service,,,
Container,Glory Season,563,TEU,"7,961","6,735",Hong Kong,2006,1,Ningbo Boda SB,SIPG,In Service,,,
Container,Pirita,660,TEU,"7,946","6,326",Madeira,1995,11,J. J. Sietas,Amisco Ltd,In Service,,,
Container,Maike D,660,TEU,"7,944","6,326",Liberia,2000,11,J. J. Sietas,Reederei Drevin,In Service,,,
Container,Providence,653,TEU,"7,932","6,154",Bahamas,1998,5,Hakata Zosen,Kotoku Kaiun KK,In Service,,,
Container,TMSC Pyeongtaek,698,TEU,"7,900","7,447",Liberia,2002,8,Mawei SB (Mawei),TMSC,In Service,,,
Container,Tang Shan Gang Ji 1,698,TEU,"7,900","7,447",Hong Kong,2003,4,Mawei SB (Mawei),Lanbao International,In Service,,,
Container,Jia Hua 26,500,TEU,"7,880","5,033",Peoples' Republic of China,2011,7,Guangzhou Nansha,Shishi Jiahua,In Service,,,
Container,Armada Segara,453,TEU,"7,866","5,320",Indonesia,1991,,Singapore SB,Salam Pacific,Idle,,,
Container,Span Asia 25,703,TEU,"7,850","6,297",Philippines,1994,9,Orskovs Staal.,Phil Span Asia,Idle,,,
Container,Atlantic Coast,660,TEU,"7,850","6,326",Cyprus,1996,1,J. J. Sietas,Atlantic Horizon,In Service,,,
Container,Icon Daniel,453,TEU,"7,837","6,263",Indonesia,2018,1,Nantong Tongmao,Indo Container Lines,In Service,,,
Container,Armada Sentani,451,TEU,"7,826","5,087",Indonesia,1982,,Singapore SB,Salam Pacific,Idle,,,
Container,Heng Run Da 21,424,TEU,"7,804","6,367",Peoples' Republic of China,1985,3,Shimoda Dockyd.,Jiangsu Jiashihe,In Service,,,
Container,Armada Senada,453,TEU,"7,800","5,320",Indonesia,1992,2,Singapore SB,Salam Pacific,In Service,,,
Container,Valmiera,422,TEU,"7,782","5,424",Comoro Islands,1982,9,J. J. Sietas,Unknown,In Service,,,
Container,Tong Xiang 9,350,TEU,"7,778","4,981",Peoples' Republic of China,2006,1,Damaiyu Harbour,Tongxiang Shipping,In Service,,,
Container,Tanto Damai,740,TEU,"7,761","6,114",Indonesia,1996,3,Mawei SB (Mawei),Tanto Intim Line,In Service,,,
Container,Tanto Hemat,537,TEU,"7,743","6,618",Indonesia,2014,3,Ningbo Boda SB,Tanto Intim Line,Idle,,,
Container,Tanto Sehat,537,TEU,"7,743","6,618",Indonesia,2014,1,Ningbo Boda SB,Tanto Intim Line,In Service,,,
Container,Hua Zun,429,TEU,"7,627","4,975",Cambodia,1979,4,Singapore SB,Shekou Great Ocean,Idle,,,
Container,Sinar Sorong,431,TEU,"7,600","5,250",Indonesia,1979,12,Singapore SB,Pelayaran Manalagi,In Service,,,
Container,Armada Serasi,453,TEU,"7,600","5,320",Indonesia,1991,,Singapore SB,Salam Pacific,Idle,,,
Container,Carina,503,TEU,"7,562","5,796",Dominican Republic,1990,4,J. J. Sietas,Gdanska Zegluga,In Service,,,
Container,Tina,822,TEU,"7,519","7,520",Netherlands,2003,4,J. J. Sietas,Holwerda Shipmgmt,In Service,,,
Container,RS Lisa,822,TEU,"7,519","7,520",Cyprus,2003,11,J. J. Sietas,Peter Dohle,In Service,,,
Container,SASCO Angara,705,TEU,"7,500","6,980",Russia,2001,3,Hegemann Rolandwerft,SASCO,Idle,,,
Container,Hong Li Qi Hang,536,TEU,"7,500","5,562",Peoples' Republic of China,2016,7,Jiangsu Universal SB,Anhui Hongli Shpg,In Service,,,
Container,Sheng Da 2,576,TEU,"7,456","6,764",Unknown,1981,8,Mie S.B. Co.,Fujian Provincial,In Service,,,
Container,Bei Hang 3,429,TEU,"7,415","5,252",Peoples' Republic of China,1979,10,Singapore SB,Yingkou Beifang,In Service,,,
Container,Jin Sheng Hai,429,TEU,"7,398","5,235",Panama,1978,11,Singapore SB,Shekou Great Ocean,In Service,,,
Container,Oued Ziz,501,TEU,"7,373","5,638",Morocco,1998,3,Union Naval,Marocaine De Nav,In Service,,,
Container,Huai An Hai Ji,350,TEU,"7,369","5,170",Peoples' Republic of China,2013,10,Jiangdu Xinhua,Huaiyuan Huaian,In Service,,,
Container,Chang Jiang Zhi Sheng,472,TEU,"7,332","5,225",Peoples' Republic of China,2012,8,Hongyun SY,Shengsong Shipping,In Service,,,
Container,Swan Lake,446,TEU,"7,262","4,647",Hong Kong,1997,8,Dae Sun Shipbuilding,Dalian Taihang,In Service,,,
Container,Ling Hang 3,250,TEU,"7,250","4,742",Peoples' Republic of China,2009,9,Guangzhou Nansha,Foshan Lingdu Shpg,In Service,,,
Container,Tian Rong,412,TEU,"7,240","6,144",Peoples' Republic of China,1993,3,Qiuxin Shipyard,HNA Group,Idle,,,
Container,MC Achiever,584,TEU,"7,233","6,246",Philippines,1997,11,Sedef Gemi (Tuzla),Moreta Shipping,In Service,,,
Container,Vinafco 26,700,TEU,"7,225","6,362",Vietnam,1997,5,J. J. Sietas,VINAFCO,In Service,,,
Container,Lucia,700,TEU,"7,225","6,362",St. Kitts & Nevis,1997,4,J. J. Sietas,Garnet Global LLC,Idle,,,
Container,BF Fortaleza,700,TEU,"7,225","6,362",Cyprus,1996,7,J. J. Sietas,Foroohari Schiff,In Service,,,
Container,Pluto,700,TEU,"7,225","6,362",Tanzania,1996,7,J. J. Sietas,Garnet Global LLC,In Service,,,
Container,WEC Brueghel,700,TEU,"7,224","6,362",Madeira,1998,8,J. J. Sietas,K&K Schiffahrts,In Service,,,
Container,Dubai Alliance,700,TEU,"7,223","6,362",Cyprus,1996,5,J. J. Sietas,Gulfruss Shiping,In Service,,,
Container,WEC Majorelle,700,TEU,"7,223","6,362",Cyprus,1996,9,J. J. Sietas,Mestex Shipping,In Service,,,
Container,K-River,700,TEU,"7,221","6,362",Madeira,1997,11,J. J. Sietas,K&K Schiffahrts,In Service,,,
Container,Tian Fu Tianjin,349,TEU,"7,200","5,070",Peoples' Republic of China,1996,9,Shin Kochi Jyuko,HNA Group,In Service,,,
Container,Jaohar Livia,601,TEU,"7,200","5,522",Palau,1996,9,Hegemann Rolandwerft,BIA Shipping,In Service,,,
Container,Mirembe Judith,602,TEU,"7,196","5,658",Panama,1996,6,Hakata Zosen,PMM  Estates 2001,Idle,,,
Container,Acacia Taurus,602,TEU,"7,190","5,658",Panama,1995,6,Hakata Zosen,Qingdao Pengteng SM,In Service,,,
Container,Hai Xia Fang Zhou,480,TEU,"7,190",,Peoples' Republic of China,2018,12,Linhai Huipu SB,Zhejiang Fangzhou,In Service,,,
Container,Acacia Aries,602,TEU,"7,185","5,658",Panama,1995,7,Hakata Zosen,Qingdao Pengteng SM,In Service,,,
Container,Gazelle Coast,608,TEU,"7,162","6,245",Papua New Guinea,2008,11,Penglai Bohai,Consort Express Line,In Service,,,
Container,Alasa,700,TEU,"7,147","6,378",Cyprus,1998,1,J. J. Sietas,Salamis Lines Ltd,In Service,,,
Container,Emilia,700,TEU,"7,131","6,363",Antigua & Barbuda,1999,11,J. J. Sietas,Foroohari Schiff,In Service,,,
Container,Dubai Venture,700,TEU,"7,114","6,378",Cyprus,1999,7,J. J. Sietas,Gulfruss Shiping,In Service,,,
Container,Ocean Abundance,639,TEU,"7,107","5,593",Philippines,2003,3,Jiangsu Yangzijiang,Oceanic Container,In Service,,,
Container,Bien Dong Trader,610,TEU,"7,101","5,725",Vietnam,2006,3,Bach Dang S/Y,Biendong Shipping,In Service,,,
Container,Biendong Freighter,610,TEU,"7,077","5,725",Vietnam,2006,7,Bach Dang S/Y,Biendong Shipping,In Service,,,
Container,San Lorenzo Ruiz Uno,601,TEU,"7,060","5,549",Philippines,1997,3,Hegemann Rolandwerft,2GO Group,Idle,,,
Container,CTP Bravo,420,TEU,"7,041","4,914",Indonesia,1996,1,Daedong Shipbuilding,PT Pelayaran Caraka,Idle,,,
Container,Nagaleader,420,TEU,"7,032","4,914",Hong Kong,1995,12,Daedong Shipbuilding,Fujian Xinan Shpg,In Service,,,
Container,Nicole,420,TEU,"7,020","4,914",Vietnam,1996,3,Daedong Shipbuilding,Hai Phuong Shipping,Repairs,,,
Container,Tan Cang Foundation,420,TEU,"7,020","4,914",Vietnam,1996,4,Daedong Shipbuilding,Tan Cang Logistics,Idle,,,
Container,Tan Cang Pioneer,601,TEU,"7,020","5,522",Vietnam,1996,12,Hegemann Rolandwerft,Tan Cang Logistics,In Service,,,
Container,Meratus Banjar 1,605,TEU,"7,018","6,249",Indonesia,1996,5,Keppel Shipyard,Pelayaran Meratus,In Service,,,
Container,Fu An,228,TEU,"7,004","4,766",Panama,1970,,Usuki Zosensho,Tsinlien Trans Co,In Service,,,
Container,Bintang Jasa 35,545,TEU,"6,974","4,984",Indonesia,1995,5,Hugo Peters,Bintang Jasa,In Service,,,
Container,Natori,548,TEU,"6,953","7,390",Japan,2015,12,Kyokuyo Shipyard,Imoto Shoun,In Service,,,
Container,Marvel,556,TEU,"6,921","5,403",Bahamas,2004,4,Murakami Hide,Kotoku Kaiun KK,In Service,,,
Container,Magna,556,TEU,"6,913","5,403",Bahamas,2004,6,Murakami Hide,Kotoku Kaiun KK,In Service,,,
Container,Delphinus,591,TEU,"6,911","5,712",Antigua & Barbuda,1997,6,Mutzelfeldt,Baltnautic Shipping,Idle,,,
Container,Muse,556,TEU,"6,908","5,403",Bahamas,2005,3,Murakami Hide,Kotoku Kaiun KK,In Service,,,
Container,Myriad,550,TEU,"6,900","5,403",Bahamas,2006,5,Murakami Hide,Kotoku Kaiun KK,Idle,,,
Container,Nagara,670,TEU,"6,887","7,432",Japan,2018,7,Kyokuyo Shipyard,Imoto Shoun,In Service,,,Eco – Electronic Engine Modern
Container,Sally Fortune,444,TEU,"6,872","5,015",Indonesia,2008,12,ASIMAR,Indonesian Fortune,In Service,,,
Container,A2B Independent,658,TEU,"6,862","5,056",Netherlands,1998,11,J. J. Sietas,A2B-Online,In Service,,,
Container,Meratus Dili,600,TEU,"6,853","5,553",Indonesia,1997,7,Pattje Shipyards,Pelayaran Meratus,In Service,,,
Container,K-Stream,700,TEU,"6,850","6,362",Madeira,1997,5,J. J. Sietas,K&K Schiffahrts,In Service,,,
Container,Hanni,648,TEU,"6,850","5,056",Germany,1998,12,J. J. Sietas,Jurgen Ohle,In Service,,,
Container,BF Philipp,587,TEU,"6,850","4,984",Antigua & Barbuda,1996,3,Peterswerft Wewels,Foroohari Schiff,In Service,,,
Container,Freya,648,TEU,"6,850","5,056",Netherlands,2000,6,J. J. Sietas,Holwerda Shipmgmt,In Service,,,
Container,Nayada,658,TEU,"6,840","5,067",Russia,2000,4,J. J. Sietas,Poseidon Shpg,In Service,,,
Container,Elisabeth,658,TEU,"6,840","5,056",Netherlands,2000,5,J. J. Sietas,Holwerda Shipmgmt,In Service,,,
Container,Dong Fang Xing,357,TEU,"6,832","4,879",Hong Kong,1994,6,Dae Sun Shipbuilding,Fujian Provincial,In Service,,,
Container,Yi Sheng,404,TEU,"6,816","4,822",Peoples' Republic of China,1996,1,Dae Sun Shipbuilding,China Merchants,In Service,,,
Container,Tanto Subur II,385,TEU,"6,810","4,811",Indonesia,1993,11,Dae Sun Shipbuilding,Tanto Intim Line,In Service,,,
Container,TMS Glory,357,TEU,"6,807","4,811",Indonesia,1994,1,Dae Sun Shipbuilding,Tresnamuda Sejati,In Service,,,
Container,Tarlan,549,TEU,"6,806","5,006",Comoro Islands,1996,9,Peterswerft Wewels,BMC Line,Idle,,,
Container,Vinafco 28,450,TEU,"6,800","4,895",Vietnam,1996,5,Daedong Shipbuilding,VSICO Shipping JSC,In Service,,,
Container,Heung-A Ulsan,450,TEU,"6,800","4,895",South Korea,1996,8,Daedong Shipbuilding,Sinokor Merchant,In Service,,,
Container,Heung-A Tokyo,450,TEU,"6,800","4,895",South Korea,1996,9,Daedong Shipbuilding,Sinokor Merchant,In Service,,,
Container,Hoa Mai 89,450,TEU,"6,800","4,895",Vietnam,1996,11,Daedong Shipbuilding,Ha Anh Carriage,Idle,,,
Container,Tanto Sentosa,327,TEU,"6,797","4,943",Indonesia,1984,4,Taihei Kogyo,Tanto Intim Line,Idle,,,
Container,Tanto Subur I,385,TEU,"6,796","4,811",Indonesia,1993,8,Dae Sun Shipbuilding,Tanto Intim Line,Idle,,,
Container,Teluk Bintuni,450,TEU,"6,792","4,366",Indonesia,2008,12,Linhai Jianghai,Salam Pacific,In Service,,,
Container,Teluk Flaminggo,450,TEU,"6,792","4,394",Indonesia,2008,12,Linhai Jianghai,Salam Pacific,In Service,,,
Container,J. Pioneer,404,TEU,"6,772","4,879",Panama,1994,9,Dae Sun Shipbuilding,Garnet Global LLC,In Service,,,
Container,Hoa Mai 88,357,TEU,"6,772","4,879",Vietnam,1994,3,Dae Sun Shipbuilding,Biendong Shipping,In Service,,,
Container,Bai Qing,458,TEU,"6,735","5,323",Peoples' Republic of China,2011,11,Taizhou Xinggang SY,Shengsong Shipping,In Service,,,
Container,Hua Kai,404,TEU,"6,720","4,879",Peoples' Republic of China,1994,10,Dae Sun Shipbuilding,Fujian Xinan Shpg,In Service,,,
Container,Kai Hang 6,270,TEU,"6,699","4,666",Peoples' Republic of China,1976,6,Okayama Zosen,Shantou Ocean Transp,In Service,,,
Container,Bahar Mas,436,TEU,"6,687","5,450",Indonesia,1980,10,J. J. Sietas,Temas Line,In Service,,,
Container,Greetje,658,TEU,"6,650","5,056",Netherlands,1998,9,J. J. Sietas,Holwerda Shipmgmt,In Service,,,
Container,Ata 1,378,TEU,"6,550","4,455",Panama,2006,2,Ningbo Boda SB,Safir Gemi,In Service,,,
Container,Uranus,510,TEU,"6,545","5,006",Togo,1992,6,J. J. Sietas,Heinz Corleis,In Service,,,
Container,Tong Yi,443,TEU,"6,539","6,256",Peoples' Republic of China,1980,,CSBC (Kaohsiung),Centrans Ocean,Laid Up,,,
Container,Yu Wang 9,300,TEU,"6,503","4,671",Peoples' Republic of China,2012,2,Jiangdu Xinhua,Huaiyuan Huaian,In Service,,,
Container,Good Future,310,TEU,"6,497","4,559",Panama,1973,,Hashihama Zosen,Shandong Econo'trade,In Service,,,
Container,Damai Bahagia,422,TEU,"6,437","4,390",Indonesia,1997,1,Dae Sun Shipbuilding,Jayakusuma Perdana,Idle,,,
Container,Tanto Berkat,319,TEU,"6,425","5,203",Indonesia,1991,3,Qiuxin Shipyard,Tanto Intim Line,In Service,,,
Container,Chang Hang Yang Shan 1,400,TEU,"6,390","5,938",Peoples' Republic of China,2007,8,SCSC Wusong Shipyard,China Merchants,In Service,,,
Container,Chang Hang Yang Shan 2,400,TEU,"6,390","5,938",Peoples' Republic of China,2008,2,SCSC Wusong Shipyard,China Merchants,In Service,,,
Container,Atlantic Ocean,404,TEU,"6,383","4,813",Vietnam,1996,11,Dae Sun Shipbuilding,Atlantic Ocean Shipg,In Service,,,
Container,Padian 1,411,TEU,"6,272","4,388",Panama,1999,11,Dae Sun Shipbuilding,Amann Ship Mgmt,Idle,,,
Container,Duygu,411,TEU,"6,272","4,388",Vanuatu,2000,2,Dae Sun Shipbuilding,Duy Marine Sanayi,In Service,,,
Container,BMI Express,470,TEU,"6,250","4,721",Turkey,2000,8,Gisan Shipyard,Bayraktar Denizcilik,In Service,,,
Container,BMI Eagle,465,TEU,"6,231","4,631",Turkey,1999,10,Gisan Shipyard,Bayraktar Denizcilik,In Service,,,
Container,Sendang Mas,406,TEU,"6,200","4,225",Indonesia,2004,1,Zhejiang Hongguan,Temas Line,Idle,,,
Container,Wang Da 19,300,TEU,"6,163","4,148",Peoples' Republic of China,2011,6,Nanjing Ningjiang,Nanjing Wangda Shpg,In Service,,,
Container,Dong Peng 58,300,TEU,"6,059","4,090",Cambodia,2004,6,Hexing Shipyard,Fujian Dongpeng Shpg,Under Arrest,,,
Container,Capitaine Wallis,519,TEU,"6,030","5,234",Singapore,2003,4,Jiangsu Yangzijiang,Wonderful Co,In Service,,,
Container,Xiao Jiang,451,TEU,"6,009","4,741",Peoples' Republic of China,2006,9,Haidong Shipyard,Fujian Huarong,Idle,,,
Container,Bonny Star,342,TEU,"5,981","4,124",Indonesia,1994,5,Shina S.B.,Namsung Shipping,In Service,,,
Container,Glory Star,342,TEU,"5,981","4,124",Palau,1994,9,Shina S.B.,Ocean Grow,Idle,,,
Container,Tanto Alam,338,TEU,"5,962","3,994",Indonesia,1994,6,Dae Sun Shipbuilding,Tanto Intim Line,Idle,,,
Container,Shun Li 66,342,TEU,"5,961","4,007",Panama,1995,7,Dae Sun Shipbuilding,Good Ever Co Ltd,Idle,,,
Container,Tanto Aman,338,TEU,"5,958","3,994",Indonesia,1994,9,Dae Sun Shipbuilding,Tanto Intim Line,In Service,,,
Container,PL Yui Laam,330,TEU,"5,956","4,025",Panama,1989,12,Dae Sun Shipbuilding,Ocean Grow,Idle,,,
Container,Shun De Li,342,TEU,"5,950","3,997",Sierra Leone,1996,9,Dae Sun Shipbuilding,Navigator Holdings,In Service,,,
Container,Tail Wind 13,338,TEU,"5,946","3,994",Panama,1995,2,Dae Sun Shipbuilding,Kharis Shipping Co,Idle,,,
Container,Hai Hong 1,342,TEU,"5,945","4,130",Panama,1995,11,Shina S.B.,Shanghai Newseas,In Service,,,
Container,Lucky Star,448,TEU,"5,944","4,178",Moldova,1996,2,Pattje Shipyards,Navicor Ltd,In Service,,,
Container,Chang long,338,TEU,"5,940","3,960",Mongolia,1992,9,Dae Sun Shipbuilding,Unknown,In Service,,,
Container,Jatipura PB 400,459,TEU,"5,919","4,674",Indonesia,2001,2,PT PAL Indonesia,Djakarta Lloyd,In Service,,,
Container,Bonny Star I,342,TEU,"5,918","3,995",Indonesia,1996,9,Shina S.B.,Namsurya Citrasari,Idle,,,
Container,Merry Star,342,TEU,"5,918","3,995",St. Kitts & Nevis,1996,12,Shina S.B.,Namsung Shipping,In Service,,,
Container,Aries,448,TEU,"5,916","4,099",Mexico,1996,8,Pattje Shipyards,Baltnautic Shipping,In Service,,,
Container,Harbour Marine,330,TEU,"5,900","3,953",St. Kitts & Nevis,1991,11,Dae Sun Shipbuilding,Garnet Global LLC,In Service,,,
Container,Palung Mas,380,TEU,"5,894","4,604",Indonesia,2016,3,Lianyungang Wuzhou,Temas Line,In Service,,,
Container,Kedung Mas,380,TEU,"5,890","4,604",Indonesia,2017,1,Lianyungang Wuzhou,Temas Line,In Service,,,
Container,Kawa Mas,380,TEU,"5,888","4,604",Indonesia,2017,1,Lianyungang Wuzhou,Temas Line,Idle,,,
Container,Kisik Mas,380,TEU,"5,888","4,604",Indonesia,2016,1,Lianyungang Wuzhou,Temas Line,In Service,,,
Container,Bahar Mas,380,TEU,"5,886","4,604",Indonesia,2016,6,Lianyungang Wuzhou,Temas Line,In Service,,,
Container,Muara Mas,380,TEU,"5,885","4,604",Indonesia,2016,11,Lianyungang Wuzhou,Temas Line,In Service,,,
Container,Ayer Mas,380,TEU,"5,882","4,604",Indonesia,2016,11,Lianyungang Wuzhou,Temas Line,In Service,,,
Container,Jatianom PB 400,459,TEU,"5,877","4,674",Indonesia,2001,2,PT PAL Indonesia,Djakarta Lloyd,In Service,,,
Container,Asmar,523,TEU,"5,865","3,995",Panama,1997,4,Elbewerft GmbH,Mediterranean Line,Idle,,,
Container,Dubai Enterprise,523,TEU,"5,865","3,995",Gibraltar,1997,6,Elbewerft GmbH,Gulfruss Shiping,In Service,,,
Container,Teluk Mas,380,TEU,"5,858","4,604",Indonesia,2016,1,Lianyungang Wuzhou,Temas Line,In Service,,,
Container,Gulf Mas,380,TEU,"5,858","4,604",Indonesia,2016,3,Lianyungang Wuzhou,Temas Line,Idle,,,
Container,Sunny Spruce,342,TEU,"5,848","3,993",South Korea,1996,4,Shina S.B.,KMTC,In Service,,,
Container,Sunny Palm,342,TEU,"5,848","3,994",South Korea,1996,7,Shina S.B.,KMTC,In Service,,,
Container,Sunny Oak,342,TEU,"5,841","3,996",South Korea,1995,12,Kwang Yang S.B.,KMTC,In Service,,,
Container,Megah Jaya Dua,316,TEU,"5,840","3,984",Malaysia,1978,,Husumer S.W.,Swee Joo Berhad,In Service,,,
Container,Sunny Linden,342,TEU,"5,839","3,996",South Korea,1995,3,Shina S.B.,KMTC,In Service,,,
Container,Meridian Ocho,342,TEU,"5,839","3,994",Philippines,1995,12,Shina S.B.,Meridian Cargo,In Service,,,
Container,Sunny Maple,342,TEU,"5,834","3,993",South Korea,1996,11,Shina S.B.,KMTC,In Service,,,
Container,Irena Arctica,424,TEU,"5,817","3,939",Danish Int'l Register,1994,12,Orskovs Staal.,Royal Arctic Line,In Service,,,
Container,Gabri S,357,TEU,"5,800","3,896",Moldova,1989,10,Daedong Shipbuilding,Info Market,In Service,,,
Container,Span Asia 3,308,TEU,"5,788","4,226",Philippines,1979,1,J. J. Sietas,Phil Span Asia,In Service,,,
Container,Jatiwangi PB 400,459,TEU,"5,762","4,734",Indonesia,2000,9,PT PAL Indonesia,Djakarta Lloyd,Laid Up,,,
Container,Ocean Blessing,510,TEU,"5,650","5,025",Philippines,1999,12,Jiangyang S.Y.,Oceanic Container,Idle,,,
Container,Bonvoy 88,279,TEU,"5,650","4,238",Panama,1976,,Daedong Shipbuilding,Sino Shpg Holdings,Laid Up,,,
Container,Lorcon General Santos,519,TEU,"5,650","5,234",Philippines,2002,7,Jingjiang Sumec,Lorenzo Shipping,In Service,,,
Container,Boun 1,312,TEU,"5,648","3,968",North Korea,1993,2,Daedong S.B.,Boun Shpg,In Service,,,
Container,Papa Mau,511,TEU,"5,642","5,025",Cook Islands,1999,11,Jiangyang S.Y.,Matson Inc,In Service,,,
Container,Ocean United,316,TEU,"5,629","3,968",Philippines,1993,5,Daedong S.B.,Oceanic Container,Idle,,,
Container,Ocean Nobility,510,TEU,"5,600","5,025",Philippines,1999,1,Jiangyang S.Y.,Oceanic Container,Idle,,,
Container,Pasific Star,304,TEU,"5,586","2,996",Indonesia,2005,8,Wuhu Shipyard,Namsurya Citrasari,Idle,,,
Container,Bao Xing,270,TEU,"5,500","2,962",Panama,2009,12,Hongjiang SB,Bao Sheng Shpg,In Service,,,
Container,General Evangelista,511,TEU,"5,450","5,025",Philippines,1998,3,Jiangyang S.Y.,Magsaysay Maritime,In Service,,,
Container,Ocean Excellence,510,TEU,"5,450","5,025",Philippines,1998,7,Jiangyang S.Y.,Oceanic Container,Idle,,,
Container,LDR Sakine,417,TEU,"5,401","4,193",Panama,1993,9,Hugo Peters,Asya Roro,In Service,,,
Container,Tai Jia Sheng,600,TEU,"5,400","2,971",Peoples' Republic of China,2010,12,CSC Qingshan SY,Shanghai Changyang,In Service,,,
Container,Jaohar Rima,523,TEU,"5,397","3,999",Sierra Leone,1998,1,J. J. Sietas,Lyndon Marine Ltd,In Service,,,
Container,Kormoran,448,TEU,"5,388","3,957",Togo,1994,10,Hegemann Rolandwerft,Unknown,In Service,,,
Container,Shira-E,448,TEU,"5,388","3,957",Belize,1993,12,Hegemann Rolandwerft,Haifa Marine Shpg,Idle,,,
Container,Xing Hua Hai 1,250,TEU,"5,384","2,967",Tuvalu,1988,2,Wuchang SB Group,Nanjing Huahai,In Service,,,
Container,Asuncion B,450,TEU,"5,374","3,333",Paraguay,1980,5,Aukra Indust.,Mercosur Naviera,In Service,,,
Container,General Romulo,519,TEU,"5,350","4,028",Philippines,1997,12,CSC Jinling Shipyard,Magsaysay Maritime,In Service,,,
Container,A2B Comfort,508,TEU,"5,350","3,992",Netherlands,1998,6,J. J. Sietas,A2B-Online,In Service,,,
Container,Ocean Tranquility,373,TEU,"5,347","3,978",Philippines,1996,7,Mutzelfeldt,Oceanic Container,Idle,,,
Container,Asia Winner,373,TEU,"5,347","3,978",Sierra Leone,1996,12,Mutzelfeldt,Asia Pacific Ever,In Service,,,
Container,Ayana,508,TEU,"5,336","3,999",Palau,1995,10,J. J. Sietas,Heinz Moje,Repairs,,,
Container,A2B Future,508,TEU,"5,336","3,999",Netherlands,1995,9,J. J. Sietas,A2B-Online,In Service,,,
Container,Christina,508,TEU,"5,336","3,999",Moldova,1993,11,J. J. Sietas,Mediterranean Line,In Service,,,
Container,Archer,508,TEU,"5,336","3,998",Vanuatu,1993,12,J. J. Sietas,Gant Trading Shpg,In Service,,,
Container,Scorpion 1,508,TEU,"5,336","3,998",Moldova,1993,12,J. J. Sietas,Askila Shpg,In Service,,,
Container,Caribe Legend,508,TEU,"5,336","3,999",Antigua & Barbuda,1993,12,J. J. Sietas,Hyde Shipping,In Service,,,
Container,Anna G.,508,TEU,"5,336","3,999",Cyprus,1994,2,J. J. Sietas,Gerdes Schiffahrts,In Service,,,
Container,Dubai Fortune,378,TEU,"5,334","6,455",Cyprus,1992,9,Teraoka Shipyard,Gulfruss Shiping,In Service,,,
Container,Dele,509,TEU,"5,331","3,992",Indonesia,1994,5,J. J. Sietas,Alkan Abadi,In Service,,,
Container,Xin Hong Xiang 38,264,TEU,"5,302","2,963",Peoples' Republic of China,2005,7,Qiligang SB,Guangxi Hongxiang,In Service,,,
Container,Curug Mas,380,TEU,"5,300","4,604",Indonesia,2016,6,Lianyungang Wuzhou,Temas Line,Idle,,,
Container,A2B Energy,508,TEU,"5,300","3,999",Netherlands,1998,7,J. J. Sietas,A2B-Online,In Service,,,
Container,Baruna Jasa,306,TEU,"5,288","2,995",Indonesia,2005,11,Taizhou Yuanshan SB,Baruna Shipping,In Service,,,
Container,Sea Q,373,TEU,"5,273","3,978",Togo,1994,7,Mutzelfeldt,Adriatic Sea,Idle,,,
Container,Ocean Challenger,373,TEU,"5,273","3,978",Philippines,1994,10,Mutzelfeldt,Oceanic Container,Idle,,,
Container,Fusion 2,432,TEU,"5,273","3,978",Ecuador,1997,10,Severnav Shipyard,Chassis & Trailer,Idle,,,
Container,Abanoz,523,TEU,"5,273","3,999",Panama,1997,4,Elbewerft GmbH,Asya Roro,In Service,,,
Container,Aurelia,523,TEU,"5,272","3,999",Panama,1998,4,J. J. Sietas,Akdeniz RoRo,In Service,,,
Container,Ocean Freedom,432,TEU,"5,270","4,004",Papua New Guinea,1997,11,Mutzelfeldt,Oceanic Container,In Service,,,
